gene,mean_A,mean_C,log2FC,pvalue,padj,mean_expr,status
ugpQ,176.0,191.06,0.1182,0.4123491083431826,0.9229441590109866,7.5238,NS
wzc,24.56,27.24,0.1468,0.41242095816281654,0.9229441590109866,4.7224,NS
ydcP,550.07,463.59,-0.2465,0.4128797614950359,0.9233678302591016,8.9868,NS
yhjK,298.92,278.88,-0.1,0.4134479681413394,0.9233678302591016,8.1769,NS
ygeY,34.79,30.42,-0.1908,0.4134652826253879,0.9233678302591016,5.049,NS
ybhE,1187.61,1136.36,-0.0636,0.4134807630196307,0.9233678302591016,10.183,NS
gmd,24.71,28.11,0.1825,0.4137938574900979,0.923480991249406,4.7502,NS
narU,23.86,26.11,0.1274,0.4143970906791861,0.923480991249406,4.6713,NS
ybfM,17.07,20.66,0.2683,0.41445531498485183,0.923480991249406,4.2756,NS
yqaA,180.69,189.79,0.0707,0.4147238048749756,0.923480991249406,7.5372,NS
yqjD,1837.02,1950.49,0.0865,0.4151388653628869,0.923480991249406,10.8874,NS
ybeT,5.74,6.8,0.2272,0.4151496359765691,0.923480991249406,2.759,NS
yrdC,325.77,299.76,-0.1199,0.4152785943794425,0.923480991249406,8.2912,NS
yfdQ,36.37,33.54,-0.1153,0.41542611178552835,0.923480991249406,5.1478,NS
mhpT,34.37,29.05,-0.2389,0.4154902692187405,0.923480991249406,5.0093,NS
yehP,12.12,13.75,0.1745,0.41635137416136137,0.924910408673642,3.7478,NS
mdtH,35.27,39.4,0.1577,0.4168283783550708,0.9254855098694744,5.2418,NS
apaG,322.14,303.5,-0.0858,0.4171078879570224,0.9256217409004425,8.2915,NS
mngB,136.2,148.05,0.12,0.41733455044229323,0.9256406155392839,7.1561,NS
folC,418.32,383.28,-0.1261,0.4180333438355167,0.9265911575698584,8.6485,NS
yfgG,168.64,190.37,0.1744,0.4181998743215364,0.9265911575698584,7.4919,NS
ypjD,246.64,259.34,0.0723,0.41885725784394695,0.9272595202608722,7.9858,NS
glnA,2467.5,2228.85,-0.1467,0.41910370588766294,0.9272595202608722,11.1976,NS
yccE,21.46,16.92,-0.334,0.4191571434976085,0.9272595202608722,4.2993,NS
yjcF,6.2,7.44,0.2438,0.4193771047898275,0.9272626657755279,2.8716,NS
ydaW,26.71,29.69,0.1503,0.41997473897662446,0.9277943686781353,4.843,NS
mtlA,375.79,343.38,-0.1299,0.4200549097880504,0.9277943686781353,8.4922,NS
acrR,192.7,206.61,0.1003,0.42046590390884947,0.9282189543627722,7.645,NS
accB,1663.71,1553.46,-0.0989,0.4208769671420915,0.9282755228903591,10.652,NS
cpsB,20.16,22.21,0.1369,0.42179021897692703,0.9282755228903591,4.4386,NS
gss,2019.01,1775.59,-0.1853,0.4217929105672775,0.9282755228903591,10.8901,NS
lsrD,12.12,13.2,0.1189,0.4221358188017203,0.9282755228903591,3.7178,NS
yfcA,264.02,243.98,-0.1137,0.4222495841002078,0.9282755228903591,7.9915,NS
alsK,50.16,54.88,0.1286,0.422253938878239,0.9282755228903591,5.7285,NS
yjbD,54.97,63.84,0.214,0.42232003667044593,0.9282755228903591,5.9046,NS
hybO,1188.81,736.04,-0.6913,0.4226323314032837,0.9282755228903591,9.9113,NS
gadC,8708.31,7039.55,-0.3069,0.42278395464892926,0.9282755228903591,12.943,NS
ykfA,66.51,69.93,0.0719,0.42290750392051385,0.9282755228903591,6.1027,NS
topA,2317.51,2160.36,-0.1013,0.4231163061791446,0.9282755228903591,11.1289,NS
grxC,701.67,658.21,-0.0922,0.42325119791303023,0.9282755228903591,9.4103,NS
glnH,993.91,1126.54,0.1806,0.4233356438352215,0.9282755228903591,10.0508,NS
wbbJ,475.22,453.53,-0.0673,0.42387134591826303,0.928970103683466,8.8607,NS
ybjD,365.72,346.44,-0.078,0.4250648873878327,0.9307061138354891,8.4781,NS
leuU,78.11,69.51,-0.1673,0.4253521579570408,0.9307061138354891,6.2155,NS
yebR,740.44,796.59,0.1054,0.4257438068082627,0.9307061138354891,9.5869,NS
fdnG,108.0,134.55,0.3158,0.42579894583297045,0.9307061138354891,6.928,NS
yrhA,3.42,1.84,-0.7449,0.4258213648408699,0.9307061138354891,1.6473,NS
djlA,260.52,252.83,-0.0431,0.42632345151157647,0.9307061138354891,8.0066,NS
rfbB,1426.7,1333.7,-0.0972,0.42666026965479126,0.9307061138354891,10.4312,NS
ygbE,151.58,171.95,0.1813,0.4267307759875449,0.9307061138354891,7.3422,NS
mdtI,17.7,19.93,0.1666,0.42684184242999834,0.9307061138354891,4.2717,NS
cspH,6.1,6.89,0.1636,0.4268569638283907,0.9307061138354891,2.8069,NS
gcvB,40.62,45.7,0.1678,0.4275829279995929,0.9318101507459028,5.4483,NS
nuoC,2384.16,2023.93,-0.2363,0.4279696682386911,0.9318928637864302,11.1063,NS
dcp,1286.75,1215.63,-0.082,0.4280601441243819,0.9318928637864302,10.2897,NS
ybfG,5.93,7.1,0.2402,0.4283339628263082,0.9319528573428056,2.811,NS
chpA,112.13,119.15,0.0872,0.4286912293610642,0.9319528573428056,6.8597,NS
yfcJ,68.99,64.42,-0.0981,0.428746636232184,0.9319528573428056,6.0705,NS
amiA,478.7,435.14,-0.1375,0.42897577972803425,0.9319734937972602,8.8374,NS
rpmB,4324.99,4072.48,-0.0868,0.4294864323960969,0.9322374337410552,12.0359,NS
nhaB,442.6,414.24,-0.0954,0.42953669171901077,0.9322374337410552,8.7446,NS
wzyE,75.42,70.29,-0.101,0.430409924581097,0.9336550664609379,6.1968,NS
dacA,1066.98,1011.78,-0.0766,0.43130402935808476,0.935116503099823,10.0222,NS
flk,190.92,174.04,-0.1332,0.4317818859328096,0.9356744341230394,7.5156,NS
mrdA,435.09,385.44,-0.1746,0.43229699403098903,0.9359003875543904,8.6822,NS
uidA,23.84,26.39,0.1436,0.4323273060585919,0.9359003875543904,4.6789,NS
yneH,193.21,181.25,-0.092,0.43263829084420136,0.9360960061458167,7.5525,NS
yfgO,200.89,210.35,0.0662,0.4330953031958346,0.9362839203893805,7.6874,NS
ynaK,10.26,9.01,-0.1783,0.43415724139243933,0.9362839203893805,3.3417,NS
napD,13.91,23.35,0.727,0.434596432788264,0.9362839203893805,4.2578,NS
yjbJ,231.15,267.3,0.2092,0.43491312153772327,0.9362839203893805,7.9642,NS
ssrA,584572.02,542743.06,-0.1071,0.4350419794618696,0.9362839203893805,19.1045,NS
glyY,49.25,57.8,0.2286,0.4351097465499088,0.9362839203893805,5.7556,NS
glnW,214.61,180.31,-0.2506,0.4355267958415761,0.9362839203893805,7.6291,NS
seqA,992.8,1034.23,0.0589,0.43557757482383247,0.9362839203893805,9.9859,NS
pyrD,802.16,675.91,-0.2469,0.43566544246402483,0.9362839203893805,9.5305,NS
yicI,104.54,112.13,0.1006,0.4356655838234592,0.9362839203893805,6.766,NS
caiA,157.95,146.33,-0.1099,0.43607846769597947,0.9362839203893805,7.254,NS
tus,183.34,169.85,-0.11,0.4364616021605676,0.9362839203893805,7.4683,NS
yahK,807.81,766.34,-0.076,0.43692151048233124,0.9362839203893805,9.6213,NS
yfjZ,5.87,7.06,0.2475,0.4371963590918275,0.9362839203893805,2.8008,NS
livF,392.63,439.14,0.1613,0.437616672738516,0.9362839203893805,8.7018,NS
ybgT,283.9,239.68,-0.2438,0.437832385813541,0.9362839203893805,8.035,NS
cdh,121.77,108.8,-0.1618,0.43859372532114166,0.9362839203893805,6.8553,NS
yafN,51.36,54.58,0.0867,0.43874267178059867,0.9362839203893805,5.7406,NS
yedP,301.46,325.62,0.111,0.43876879975081556,0.9362839203893805,8.2948,NS
hisI,502.21,544.31,0.116,0.43885962636006703,0.9362839203893805,9.0328,NS
yfgD,526.38,571.21,0.1178,0.4390485265790895,0.9362839203893805,9.1014,NS
ftsN,877.86,908.75,0.0499,0.4393335676280783,0.9362839203893805,9.8038,NS
rpmE,2098.28,1913.04,-0.1333,0.439423958801636,0.9362839203893805,10.9702,NS
yqjB,113.05,119.89,0.0844,0.43948951056283275,0.9362839203893805,6.87,NS
cusS,102.0,111.64,0.1297,0.4395504991388102,0.9362839203893805,6.7457,NS
ppiC,161.55,151.56,-0.0918,0.43991214667620465,0.9362839203893805,7.2951,NS
folM,172.73,156.7,-0.1401,0.4400408756921519,0.9362839203893805,7.3682,NS
glgP,2333.02,2120.76,-0.1376,0.44016052519619353,0.9362839203893805,11.1211,NS
focB,46.01,49.23,0.0966,0.44090275641281107,0.9362839203893805,5.5887,NS
acrF,91.57,82.14,-0.1558,0.44093106674037746,0.9362839203893805,6.4488,NS
leuW,490.14,397.13,-0.3032,0.44118101633824797,0.9362839203893805,8.7949,NS
glxR,13.05,15.05,0.1985,0.4412889558117059,0.9362839203893805,3.8626,NS
yafU,3.99,2.36,-0.6498,0.4415252585623697,0.9362839203893805,1.8791,NS
degP,2238.64,1748.29,-0.3566,0.44218335632936556,0.9362839203893805,10.9614,NS
speD,662.74,602.62,-0.1371,0.4422131529534428,0.9362839203893805,9.3065,NS
yeiW,32.21,36.04,0.1596,0.4424147594868982,0.9362839203893805,5.1137,NS
yadB,107.39,97.91,-0.1327,0.4424442338310975,0.9362839203893805,6.6886,NS
yiiX,264.94,242.89,-0.1251,0.44267614939309174,0.9362839203893805,7.991,NS
ycgB,318.37,379.52,0.2531,0.4430695960721337,0.9362839203893805,8.4489,NS
yggU,70.03,64.81,-0.1109,0.4432438431667939,0.9362839203893805,6.0858,NS
dusB,2217.89,1949.32,-0.1862,0.4437104642963713,0.9362839203893805,11.0252,NS
csgF,10.71,13.24,0.293,0.4440122670747484,0.9362839203893805,3.6408,NS
ibpA,697.17,617.73,-0.1744,0.4444757283175953,0.9362839203893805,9.3618,NS
fecD,29.12,25.24,-0.2028,0.444504160501268,0.9362839203893805,4.7908,NS
leuD,2131.83,2266.69,0.0885,0.4445068897884997,0.9362839203893805,11.1031,NS
argF,3664.56,1747.43,-1.0682,0.4446138907238938,0.9362839203893805,11.4022,NS
ybfP,14.59,18.01,0.2942,0.4446365800680563,0.9362839203893805,4.0703,NS
cpdB,259.1,244.63,-0.0827,0.4447548075414682,0.9362839203893805,7.9794,NS
aaeB,61.32,67.44,0.1362,0.4447748348263375,0.9362839203893805,6.0196,NS
mdtA,111.72,120.72,0.1112,0.44479298912830806,0.9362839203893805,6.8669,NS
ydbC,109.42,115.57,0.0785,0.44510827354094595,0.9362839203893805,6.8201,NS
ydjM,24.44,21.43,-0.1857,0.4453010793516359,0.9362839203893805,4.5507,NS
smpB,636.23,671.27,0.0773,0.44555426652043195,0.9362839203893805,9.3537,NS
aspV,33.1,28.85,-0.1949,0.44559451636841196,0.9362839203893805,4.9762,NS
valT,513.01,450.57,-0.187,0.4455973215854595,0.9362839203893805,8.9137,NS
rep,517.74,455.89,-0.1834,0.445650616756129,0.9362839203893805,8.9287,NS
ydgT,81.71,103.59,0.3405,0.44567811683397796,0.9362839203893805,6.5415,NS
phr,148.64,139.88,-0.0873,0.44567940921952526,0.9362839203893805,7.1775,NS
napA,259.2,371.14,0.5171,0.4457969194747153,0.9362839203893805,8.3023,NS
yecI,140.52,157.63,0.1652,0.4460395641325771,0.9362839203893805,7.2247,NS
glcG,55.02,63.02,0.1942,0.4465364059418257,0.9362839203893805,5.8953,NS
yhaO,41.25,45.54,0.141,0.4465782501360861,0.9362839203893805,5.4559,NS
yhaL,44.39,38.35,-0.2084,0.4470827736261504,0.9362839203893805,5.3879,NS
yebU,196.3,185.07,-0.0848,0.4476348527258113,0.9362839203893805,7.5788,NS
mltA,333.51,355.23,0.0909,0.4478313252989225,0.9362839203893805,8.4299,NS
ygdR,81.36,94.07,0.2082,0.4479344594001227,0.9362839203893805,6.463,NS
hycC,1736.69,1361.15,-0.3514,0.44821677708189167,0.9362839203893805,10.5975,NS
yajL,259.58,275.72,0.0869,0.4484778499010379,0.9362839203893805,8.0669,NS
ybaK,195.83,214.63,0.1319,0.4488387104156103,0.9362839203893805,7.6846,NS
ygaD,222.0,209.51,-0.0833,0.4491775067814331,0.9362839203893805,7.7566,NS
yidB,72.75,80.52,0.1455,0.44925226686571507,0.9362839203893805,6.2693,NS
yhdU,4.11,4.68,0.168,0.4493478503616597,0.9362839203893805,2.2921,NS
ccmD,22.66,19.17,-0.2359,0.44964970178659547,0.9362839203893805,4.4206,NS
proP,3883.22,3214.88,-0.2725,0.4501316576832738,0.9362839203893805,11.7934,NS
artJ,4472.83,3166.62,-0.4982,0.45052908645076617,0.9362839203893805,11.8994,NS
yhdE,337.66,360.46,0.0942,0.4510573274791154,0.9362839203893805,8.4494,NS
guaC,1015.91,946.49,-0.1021,0.4513503261804799,0.9362839203893805,9.9391,NS
umuD,46.36,42.5,-0.1241,0.4519327087828382,0.9362839203893805,5.4895,NS
sgbH,8.74,9.98,0.182,0.45291170119358476,0.9362839203893805,3.301,NS
phnM,16.11,18.7,0.2088,0.45292485563154117,0.9362839203893805,4.1622,NS
yhiO,178.67,204.44,0.1939,0.4533218488823975,0.9362839203893805,7.5854,NS
fieF,342.62,351.94,0.0387,0.45353465301490675,0.9362839203893805,8.442,NS
ybgP,13.31,14.69,0.1378,0.45383503652839635,0.9362839203893805,3.8581,NS
ytfL,162.01,153.8,-0.0748,0.4539321395035738,0.9362839203893805,7.3074,NS
ybiC,1563.27,1660.32,0.0869,0.45433752062398686,0.9362839203893805,10.6549,NS
nuoA,712.17,627.81,-0.1818,0.4543554160098723,0.9362839203893805,9.3891,NS
kefC,134.8,143.37,0.0886,0.454418318856642,0.9362839203893805,7.125,NS
yafX,85.83,81.57,-0.0731,0.4544810300252037,0.9362839203893805,6.3957,NS
zur,182.75,172.81,-0.0804,0.45456817591264065,0.9362839203893805,7.478,NS
aceB,21874.57,17623.76,-0.3117,0.4546176828266762,0.9362839203893805,14.2695,NS
ycdK,6.23,7.68,0.281,0.4547776662460511,0.9362839203893805,2.8984,NS
melR,53.15,57.39,0.1095,0.45510611639591586,0.9362839203893805,5.8014,NS
mtlR,330.72,309.76,-0.0943,0.45516294653509287,0.9362839203893805,8.3253,NS
ada,162.35,171.64,0.08,0.45572835065546674,0.9362839203893805,7.388,NS
cobB,432.33,480.14,0.1512,0.4557848774431219,0.9362839203893805,8.8352,NS
araA,52.21,44.9,-0.2153,0.4560921784873934,0.9362839203893805,5.6164,NS
artI,2546.63,2023.16,-0.3319,0.45642438806167024,0.9362839203893805,11.1582,NS
yfdN,3.13,1.99,-0.5448,0.4565765861233024,0.9362839203893805,1.6127,NS
nadD,219.51,208.36,-0.0751,0.4566027253598039,0.9362839203893805,7.7444,NS
ygjF,422.75,452.47,0.0979,0.45674740617326254,0.9362839203893805,8.7752,NS
setB,25.25,21.81,-0.207,0.4569133475325548,0.9362839203893805,4.5866,NS
aroC,1557.75,1470.93,-0.0827,0.4569483292854241,0.9362839203893805,10.5649,NS
tyrB,859.62,805.94,-0.093,0.4573065831900309,0.9362839203893805,9.7027,NS
phnK,12.42,14.63,0.2286,0.4575700333311798,0.9362839203893805,3.8099,NS
yagB,74.15,68.67,-0.11,0.45799782732311156,0.9362839203893805,6.1681,NS
yraH,15.74,17.38,0.1395,0.4580156883456065,0.9362839203893805,4.0925,NS
intF,1645.97,1553.35,-0.0835,0.4584018121380136,0.9362839203893805,10.644,NS
yjeE,235.9,227.3,-0.0534,0.45875312859075335,0.9362839203893805,7.8586,NS
yjhP,31.24,29.0,-0.1057,0.45886403178102747,0.9362839203893805,4.9366,NS
tmk,202.37,196.18,-0.0447,0.4589614873507917,0.9362839203893805,7.6422,NS
ushA,522.04,549.59,0.0741,0.4595519279032734,0.9362839203893805,9.0669,NS
yegD,81.21,76.61,-0.0836,0.45973886449082807,0.9362839203893805,6.3112,NS
rnd,243.04,228.15,-0.091,0.4598404492745817,0.9362839203893805,7.8832,NS
mdtJ,10.79,8.49,-0.3285,0.4600753618661278,0.9362839203893805,3.3419,NS
ycaC,282.3,308.87,0.1295,0.46027856186911753,0.9362839203893805,8.2099,NS
nrfE,98.29,142.96,0.5383,0.4602831253689703,0.9362839203893805,6.9203,NS
yebN,20.84,24.06,0.2031,0.46030632465101196,0.9362839203893805,4.5204,NS
rbsB,1019.21,1144.02,0.1666,0.46061824852574573,0.9362839203893805,10.0796,NS
yecF,73.61,85.29,0.2111,0.460633542574852,0.9362839203893805,6.3211,NS
hycG,1178.64,978.72,-0.268,0.4607261869482555,0.9362839203893805,10.0757,NS
ybbY,19.75,21.57,0.1243,0.4607616581392809,0.9362839203893805,4.4032,NS
birA,176.23,181.82,0.0449,0.4609461873943121,0.9362839203893805,7.488,NS
ykgC,72.83,69.39,-0.0695,0.46095092306973107,0.9362839203893805,6.1621,NS
proM,43.95,38.85,-0.1758,0.4609628577799719,0.9362839203893805,5.3888,NS
ampH,213.25,225.57,0.0809,0.46102490741388896,0.9362839203893805,7.7808,NS
fecB,85.8,71.01,-0.2714,0.46165750073173384,0.9362839203893805,6.302,NS
ydhO,152.0,161.26,0.0851,0.4617387741417701,0.9362839203893805,7.2958,NS
ygiH,148.6,154.97,0.0604,0.4618630982084416,0.9362839203893805,7.2506,NS
ycgG,20.14,24.54,0.2788,0.46288554135670473,0.9362839203893805,4.5136,NS
exo,92.64,86.47,-0.0988,0.46302208642939147,0.9362839203893805,6.4927,NS
ydaN,187.57,182.14,-0.0423,0.46302455713765717,0.9362839203893805,7.5342,NS
ycjD,26.2,28.93,0.1405,0.46304557202512625,0.9362839203893805,4.8109,NS
serS,5138.39,4495.04,-0.193,0.4632743368219803,0.9362839203893805,12.234,NS
mdtE,1878.56,1418.82,-0.4048,0.4635671444116026,0.9362839203893805,10.6875,NS
sufE,89.74,94.75,0.0779,0.4636277829956028,0.9362839203893805,6.5352,NS
mppA,179.4,188.19,0.0688,0.4637061319297865,0.9362839203893805,7.5259,NS
wbbI,1068.26,1023.27,-0.0621,0.46371244533437306,0.9362839203893805,10.031,NS
pal,3889.51,3755.31,-0.0507,0.4640796409073205,0.9362839203893805,11.9005,NS
ygiP,39.64,45.28,0.1894,0.4645446257398479,0.9362839203893805,5.4249,NS
hemH,232.07,202.23,-0.1981,0.4647190599978751,0.9362839203893805,7.7659,NS
alsC,18.67,20.26,0.1144,0.4647727474882992,0.9362839203893805,4.3194,NS
rstB,215.41,230.91,0.1,0.4649220030295519,0.9362839203893805,7.8052,NS
pgpB,183.42,189.72,0.0485,0.4657714092724177,0.9362839203893805,7.5474,NS
marR,60.43,67.92,0.1673,0.4657819060122761,0.9362839203893805,6.0151,NS
rrsA,75.22,76.8,0.0297,0.4657927991434543,0.9362839203893805,6.2576,NS
yeiL,8.43,10.24,0.2663,0.46629837810684305,0.9362839203893805,3.2976,NS
eutQ,9.11,10.36,0.1771,0.4664338330058977,0.9362839203893805,3.3552,NS
yheV,43.89,53.26,0.2762,0.466525297107588,0.9362839203893805,5.6168,NS
yraI,8.67,6.26,-0.4397,0.46657311413422936,0.9362839203893805,2.9932,NS
rtcR,62.98,56.98,-0.1432,0.46673325512220804,0.9362839203893805,5.9184,NS
ybdL,1131.85,984.05,-0.2018,0.4668396147175124,0.9362839203893805,10.0477,NS
pepA,2148.44,1984.3,-0.1146,0.4669563125823847,0.9362839203893805,11.0132,NS
hipA,199.75,218.86,0.1315,0.4670527044214186,0.9362839203893805,7.7129,NS
ycfT,20.35,22.68,0.1528,0.4670901781092813,0.9362839203893805,4.4607,NS
glvB,10.68,8.61,-0.2962,0.46716620239033246,0.9362839203893805,3.3429,NS
ydhF,362.36,348.25,-0.0572,0.4674701137785466,0.9362839203893805,8.4749,NS
yafW,20.92,22.99,0.1336,0.46766162712689985,0.9362839203893805,4.4889,NS
hdeD,4420.38,3746.26,-0.2387,0.4677698916029085,0.9362839203893805,11.9957,NS
holD,198.6,188.17,-0.0777,0.46793714732995645,0.9362839203893805,7.5991,NS
caiE,43.01,33.19,-0.3687,0.4680316274206637,0.9362839203893805,5.2705,NS
insA,65.53,70.21,0.0989,0.4683973349346954,0.9365739359697984,6.0953,NS
yfdL,6.45,6.99,0.1082,0.4691170273482655,0.936980619554929,2.8511,NS
prkB,352.05,363.79,0.0472,0.4692346579555091,0.936980619554929,8.4855,NS
thiH,1876.0,1595.0,-0.234,0.4692632138944671,0.936980619554929,10.7616,NS
hybA,1201.08,793.4,-0.5979,0.4695113287314948,0.9370350742275317,9.9625,NS
ybjS,382.81,363.61,-0.0741,0.47155438109480763,0.9402487013440018,8.5458,NS
yegU,56.29,53.06,-0.0846,0.4717666843892944,0.9402487013440018,5.786,NS
yjhX,17.54,19.0,0.1128,0.4723193545021504,0.9402487013440018,4.2303,NS
yaaI,9.59,8.57,-0.1538,0.4723377397614449,0.9402487013440018,3.2596,NS
grpE,2499.46,2567.36,0.0387,0.47238752247926574,0.9402487013440018,11.3071,NS
zupT,71.79,77.14,0.1029,0.4724511504278605,0.9402487013440018,6.2281,NS
deoC,458.99,413.24,-0.1513,0.472902016729952,0.9404379767211503,8.7702,NS
argH,4468.35,2466.56,-0.8571,0.4729895456806351,0.9404379767211503,11.7599,NS
yiiF,11.16,13.41,0.2545,0.4733435917943816,0.9406382351773032,3.676,NS
ybeF,55.14,58.72,0.0899,0.4735336484418382,0.9406382351773032,5.8437,NS
rmuC,119.69,115.23,-0.0546,0.4740341079569028,0.9411917267483101,6.8821,NS
yebW,97.98,103.38,0.077,0.4743053483285937,0.941289800261096,6.6608,NS
ycgX,10.79,8.54,-0.3218,0.4752100044473521,0.942076272050058,3.3454,NS
murC,922.34,945.44,0.0357,0.4752263396257813,0.942076272050058,9.8679,NS
dedD,267.13,283.79,0.0871,0.47551349043259444,0.942076272050058,8.1083,NS
gmk,791.17,760.85,-0.0563,0.4756344922969409,0.942076272050058,9.6009,NS
flhC,383.56,461.48,0.2665,0.47581179613558194,0.942076272050058,8.7246,NS
yphG,63.88,56.21,-0.1831,0.47609857843687703,0.9422044161882787,5.9199,NS
ybfE,90.58,83.75,-0.1125,0.4771756400523832,0.9430761959311066,6.454,NS
nudC,354.76,377.76,0.0905,0.4773509271956045,0.9430761959311066,8.5187,NS
treR,133.43,137.68,0.0451,0.4775766046039498,0.9430761959311066,7.088,NS
fiu,257.32,143.16,-0.8438,0.47764323117868474,0.9430761959311066,7.6492,NS
trpE,1340.52,1102.66,-0.2817,0.4777915164745461,0.9430761959311066,10.2551,NS
dicC,4.17,5.51,0.3642,0.47787268943009176,0.9430761959311066,2.417,NS
fabD,2299.64,2185.87,-0.0732,0.4783064183573654,0.9431308121803215,11.1314,NS
malY,235.49,214.79,-0.1324,0.4783449228875918,0.9431308121803215,7.8179,NS
yhgE,121.71,112.87,-0.1084,0.4793335121132901,0.9440453722392316,6.88,NS
upp,1089.09,998.3,-0.1255,0.4799625908097532,0.9440453722392316,10.0282,NS
yddM,78.79,86.11,0.1275,0.4799830103915137,0.9440453722392316,6.3742,NS
tolA,743.5,796.73,0.0997,0.4800215303630575,0.9440453722392316,9.5899,NS
uidR,253.91,265.86,0.0663,0.4800450469730011,0.9440453722392316,8.0245,NS
yqhG,26.74,23.99,-0.1532,0.4802380124994337,0.9440453722392316,4.6929,NS
dnaB,740.56,692.82,-0.0961,0.4804652226734791,0.9440453722392316,9.4862,NS
yhhP,144.19,135.86,-0.0856,0.4805887353374358,0.9440453722392316,7.1347,NS
yhfZ,31.76,35.52,0.1587,0.4811255915219561,0.9443281965603598,5.0934,NS
ybgS,107.29,142.88,0.4117,0.481177836663563,0.9443281965603598,6.9725,NS
ycfS,68.93,59.68,-0.2064,0.48155885265031934,0.9444474895430173,6.018,NS
emrE,30.94,33.92,0.1307,0.4821088049528325,0.9444474895430173,5.0411,NS
trpC,1047.76,894.54,-0.228,0.4821569057823918,0.9444474895430173,9.9243,NS
hycD,851.56,659.28,-0.369,0.48235433361204577,0.9444474895430173,9.5621,NS
ycaR,172.98,161.3,-0.1006,0.48259930769674314,0.9444474895430173,7.3892,NS
tauB,23.2,20.03,-0.2074,0.48283256647306133,0.9444474895430173,4.4669,NS
ttk,326.32,304.53,-0.0996,0.4828622188775199,0.9444474895430173,8.3034,NS
ymcA,54.67,50.18,-0.1225,0.4831180321676894,0.9444474895430173,5.7259,NS
yafP,16.33,18.45,0.171,0.4834864522109046,0.9444474895430173,4.1608,NS
aceA,14005.51,10158.56,-0.4633,0.483681526850654,0.9444474895430173,13.5606,NS
xdhB,24.22,21.42,-0.1734,0.4836871069472017,0.9444474895430173,4.5436,NS
rnr,2002.62,1832.83,-0.1278,0.48462128678503646,0.9452075235017988,10.9056,NS
garP,12.58,13.01,0.0472,0.4847071339969895,0.9452075235017988,3.7327,NS
cirA,585.23,269.21,-1.1188,0.48474465499408775,0.9452075235017988,8.7405,NS
abgT,27.36,31.06,0.1797,0.486208866337342,0.9475748263160823,4.8928,NS
malP,482.75,453.85,-0.089,0.4868660174586314,0.9475748263160823,8.8728,NS
ycdT,77.4,88.48,0.192,0.4869224090972401,0.9475748263160823,6.3827,NS
ycjO,9.11,10.38,0.1791,0.4870046276569612,0.9475748263160823,3.3563,NS
yhiP,258.74,239.25,-0.1128,0.48707534673471015,0.9475748263160823,7.9629,NS
yqjK,948.23,879.48,-0.1085,0.48757160194542026,0.9477565954245593,9.8366,NS
thiC,6191.64,5129.5,-0.2715,0.4876155191637551,0.9477565954245593,12.4669,NS
dinD,42.51,44.9,0.0781,0.4879306331030554,0.9479348334506704,5.4661,NS
yehA,11.05,12.41,0.1605,0.4882952608619217,0.9482090580490314,3.6124,NS
ymfE,58.11,49.6,-0.2263,0.48887455619082865,0.9487662895057071,5.7643,NS
poxA,122.81,137.96,0.1672,0.4894595927530338,0.9487662895057071,7.0322,NS
xylR,119.11,114.29,-0.0594,0.48972205750833697,0.9487662895057071,6.8728,NS
yfdF,12.8,14.72,0.1948,0.4898944197037221,0.9487662895057071,3.8339,NS
ssuA,14.11,16.91,0.2527,0.48991581307797355,0.9487662895057071,4.0011,NS
cdd,380.01,347.99,-0.1268,0.4902977472466416,0.9487662895057071,8.5098,NS
citT,28.55,30.85,0.1098,0.4903195823794921,0.9487662895057071,4.9165,NS
sugE,77.46,72.41,-0.0965,0.49037107539147196,0.9487662895057071,6.2371,NS
ykgF,200.28,183.94,-0.1225,0.49087308452329775,0.9488220052259244,7.5896,NS
yeiR,153.68,141.9,-0.1146,0.49089762085420563,0.9488220052259244,7.2123,NS
atoA,6.0,6.93,0.1934,0.4910707337912162,0.9488220052259244,2.8003,NS
ycfQ,225.3,237.22,0.0742,0.49149919666975306,0.9492176110467738,7.8565,NS
yjgI,37.19,34.45,-0.1088,0.4918600775978016,0.9494823972918436,5.1827,NS
glnG,242.67,229.3,-0.0816,0.49289987055938206,0.9510569125891123,7.8856,NS
narQ,249.23,234.2,-0.0895,0.4944171313809555,0.9530857662765021,7.9202,NS
ydfO,4.08,5.2,0.3131,0.49442249407167566,0.9530857662765021,2.3618,NS
metB,2849.12,2198.77,-0.3737,0.4949389046605746,0.9530857662765021,11.3018,NS
menF,539.69,521.19,-0.0503,0.49495708880289246,0.9530857662765021,9.0524,NS
tatB,684.58,717.27,0.0672,0.4950744824118337,0.9530857662765021,9.4542,NS
ydiT,4.13,3.61,-0.1717,0.49598774887495045,0.953360057500672,2.1291,NS
ybhC,953.13,893.77,-0.0927,0.4966991990374341,0.953360057500672,9.8517,NS
ansP,110.89,77.41,-0.5158,0.49675301373809605,0.953360057500672,6.5646,NS
ydfQ,4.98,5.69,0.1758,0.49698574301329856,0.953360057500672,2.545,NS
purK,1769.98,1651.68,-0.0998,0.49708713250149966,0.953360057500672,10.7409,NS
yagH,81.28,65.15,-0.317,0.4971727599720446,0.953360057500672,6.2038,NS
yjdC,641.53,663.72,0.049,0.49726808352140817,0.953360057500672,9.3512,NS
yagL,11.01,9.52,-0.2,0.4982185617613755,0.953360057500672,3.4285,NS
