gene,mean_A,mean_C,log2FC,pvalue,padj,mean_expr,status
ycdP,17.86,22.04,0.2958,0.49848356812825806,0.953360057500672,4.3542,NS
dapA,2917.06,2822.73,-0.0474,0.4985261583991599,0.953360057500672,11.487,NS
nagE,313.18,297.32,-0.0749,0.49916909699071593,0.953360057500672,8.2562,NS
yhhK,70.58,74.49,0.0774,0.4992583216360925,0.953360057500672,6.1905,NS
argB,1799.06,949.83,-0.9211,0.49986525778086843,0.953360057500672,10.4252,NS
fixX,3.79,3.89,0.0332,0.4998832420396412,0.953360057500672,2.1184,NS
yqiI,27.12,25.02,-0.1139,0.5000151486425009,0.953360057500672,4.7316,NS
ldhA,1035.99,889.79,-0.2194,0.5002025097486374,0.953360057500672,9.912,NS
xylG,32.68,27.92,-0.2234,0.5008976436170367,0.953360057500672,4.9449,NS
narY,48.4,51.95,0.1011,0.5010812612785075,0.953360057500672,5.6632,NS
cbrA,18.42,15.19,-0.2704,0.5012220695537094,0.953360057500672,4.1129,NS
acrA,970.7,922.59,-0.0733,0.5013010245887347,0.953360057500672,9.8874,NS
dxs,924.3,881.86,-0.0678,0.5015573168910592,0.953360057500672,9.8195,NS
yjfL,2.43,3.24,0.3538,0.501911942469052,0.953360057500672,1.7367,NS
hmp,126.29,142.15,0.17,0.5020065387121535,0.953360057500672,7.0739,NS
trpD,1396.4,1142.99,-0.2888,0.502063374826014,0.953360057500672,10.3108,NS
yceP,251.58,282.16,0.1652,0.5021377085170594,0.953360057500672,8.0627,NS
rdlD,11.79,14.74,0.3103,0.5028091202281763,0.953360057500672,3.7834,NS
yjbG,5.29,8.6,0.6521,0.5029295601115596,0.953360057500672,2.8965,NS
agaC,7.33,8.68,0.229,0.5030254931249304,0.953360057500672,3.0889,NS
zwf,1226.05,1182.38,-0.0523,0.5030330676914057,0.953360057500672,10.2345,NS
essD,8.06,9.18,0.1766,0.5037327568198434,0.953360057500672,3.1889,NS
yeaJ,128.19,137.2,0.0977,0.5038570842073378,0.953360057500672,7.0574,NS
rspB,18.17,20.78,0.189,0.503889714081311,0.953360057500672,4.3201,NS
relE,479.46,458.01,-0.0659,0.503976253479538,0.953360057500672,8.8742,NS
trmH,247.07,232.67,-0.0864,0.5039929927591471,0.953360057500672,7.9091,NS
frvB,20.2,23.44,0.2096,0.5042601728133378,0.953360057500672,4.4802,NS
yghZ,177.64,155.9,-0.1877,0.5043076942328715,0.953360057500672,7.386,NS
murF,709.44,690.06,-0.0399,0.5043903375125096,0.953360057500672,9.4517,NS
rfaH,141.92,128.98,-0.1374,0.504586988150623,0.953360057500672,7.087,NS
fimE,15.99,20.08,0.3198,0.5046187582721892,0.953360057500672,4.2119,NS
oppF,365.14,308.1,-0.2447,0.5049249307867995,0.953360057500672,8.3971,NS
argW,5.16,4.55,-0.1636,0.5049608232912107,0.953360057500672,2.4205,NS
uxuR,218.68,226.85,0.0528,0.5050078739040827,0.953360057500672,7.8026,NS
yfbJ,44.58,48.87,0.1313,0.5052663042921648,0.953360057500672,5.5615,NS
ugpC,85.2,102.49,0.2651,0.5052780501329881,0.953360057500672,6.5598,NS
eamA,112.68,127.71,0.1799,0.5056628736870532,0.953360057500672,6.9152,NS
ydiA,253.36,280.03,0.1441,0.5058409708705477,0.953360057500672,8.0617,NS
mmuM,601.37,498.06,-0.2717,0.505934416010479,0.953360057500672,9.1039,NS
rpmA,2556.72,2420.02,-0.0793,0.5063954596116221,0.953360057500672,11.2813,NS
atoS,59.24,53.75,-0.1391,0.5067083297469172,0.953360057500672,5.8328,NS
yrfF,571.02,543.96,-0.07,0.5069255703714235,0.953360057500672,9.1241,NS
hflX,2148.19,2070.76,-0.0529,0.506946316525938,0.953360057500672,11.043,NS
eaeH,6.98,7.65,0.1243,0.5070307698793964,0.953360057500672,2.9667,NS
nuoF,1395.17,1207.76,-0.208,0.5074520616783307,0.953360057500672,10.3465,NS
yagE,11.94,13.44,0.1641,0.5077917966095933,0.953360057500672,3.7214,NS
ucpA,205.99,226.03,0.1336,0.5078860255384502,0.953360057500672,7.7583,NS
barA,287.95,275.89,-0.0616,0.5081313723640307,0.953360057500672,8.1417,NS
sgcX,55.7,60.11,0.1088,0.5083001901006111,0.953360057500672,5.868,NS
fhuC,39.66,41.61,0.0683,0.508580177541517,0.953360057500672,5.3622,NS
ymfQ,26.8,24.07,-0.1524,0.5087921972035111,0.953360057500672,4.6968,NS
ampD,164.3,175.2,0.0924,0.5090925358054141,0.953360057500672,7.4115,NS
dinI,131.79,139.72,0.084,0.5092954046552876,0.953360057500672,7.0902,NS
ugd,114.32,108.48,-0.0753,0.509306561676933,0.953360057500672,6.8061,NS
ymgE,36.29,42.97,0.2408,0.509839099769311,0.953360057500672,5.3266,NS
mdoG,1793.56,1633.93,-0.1344,0.5101264846619854,0.953360057500672,10.7434,NS
folA,107.35,101.1,-0.0862,0.5102163092284613,0.953360057500672,6.7104,NS
yfgI,23.45,21.96,-0.0931,0.5102508887570939,0.953360057500672,4.5364,NS
sufS,347.85,317.33,-0.1323,0.5103276174747505,0.953360057500672,8.3798,NS
ygaC,166.5,161.11,-0.0473,0.5106545371804431,0.953360057500672,7.3602,NS
yaiZ,29.33,32.81,0.159,0.510720577586384,0.953360057500672,4.9805,NS
yeeS,32.62,35.96,0.1385,0.5113380324265969,0.9540929074696795,5.1206,NS
yidA,561.95,543.9,-0.0471,0.5121719955572549,0.9552289130327175,9.1122,NS
yidR,414.62,399.82,-0.0524,0.5129858668766366,0.9557495594485875,8.6714,NS
yibQ,221.76,212.73,-0.0598,0.5133832975333538,0.9557495594485875,7.7665,NS
rfaL,394.43,372.35,-0.083,0.5135818583047849,0.9557495594485875,8.5846,NS
setA,118.21,126.93,0.1022,0.5136953177795002,0.9557495594485875,6.9433,NS
rhaR,25.52,23.38,-0.124,0.5137316595902531,0.9557495594485875,4.6409,NS
citG,14.25,12.22,-0.2132,0.5138026738397898,0.9557495594485875,3.7801,NS
yajG,618.38,649.58,0.0709,0.5141161021106365,0.9559135062469021,9.3094,NS
ygjH,15.22,18.52,0.275,0.5149641360586426,0.95652557653185,4.1186,NS
glpR,320.73,304.95,-0.0727,0.5150801626251578,0.95652557653185,8.2916,NS
ygjP,72.26,68.71,-0.0722,0.5151849342730266,0.95652557653185,6.1495,NS
yfjF,146.83,132.9,-0.1433,0.5156138542914908,0.95652557653185,7.1331,NS
glnE,674.6,655.51,-0.0414,0.5163243042584129,0.95652557653185,9.3784,NS
rihB,6.01,6.03,0.005,0.5164676892198933,0.95652557653185,2.7053,NS
ybiS,969.62,929.61,-0.0608,0.5165021588481344,0.95652557653185,9.892,NS
yaiS,3.96,2.88,-0.4009,0.5166054294819695,0.95652557653185,1.9716,NS
yejE,55.4,57.59,0.0553,0.5166214358349182,0.95652557653185,5.8328,NS
yjbH,70.3,76.21,0.1157,0.5167571789586108,0.95652557653185,6.2047,NS
yneK,15.79,17.2,0.1203,0.5172234789435113,0.95652557653185,4.0871,NS
yciI,437.78,474.43,0.1159,0.5173114705415622,0.95652557653185,8.8348,NS
ygiW,357.78,341.39,-0.0675,0.5180628746070403,0.95652557653185,8.4516,NS
yfaV,16.37,17.28,0.0758,0.5181080574981582,0.95652557653185,4.1146,NS
fabR,518.86,535.93,0.0467,0.5181578729727763,0.95652557653185,9.0441,NS
alsA,19.43,21.78,0.1607,0.5181737072227018,0.95652557653185,4.3994,NS
yfcE,544.35,532.14,-0.0327,0.5183114108457917,0.95652557653185,9.0735,NS
fhlA,418.99,360.2,-0.2179,0.5185031407078141,0.95652557653185,8.6077,NS
ychQ,76.39,71.76,-0.0897,0.5188379985272862,0.9567273480014234,6.2206,NS
ylcE,4.64,5.54,0.2322,0.5201686513219232,0.9577978939512402,2.4834,NS
ygaF,116.0,104.88,-0.1448,0.5202091129652007,0.9577978939512402,6.7937,NS
oppB,231.47,166.49,-0.4742,0.5203025590178556,0.9577978939512402,7.6401,NS
nuoH,555.53,497.82,-0.1581,0.5203215049629056,0.9577978939512402,9.0421,NS
surA,2398.3,2335.39,-0.0383,0.5213228937546727,0.9592250816136497,11.2091,NS
rygC,35.41,32.66,-0.1148,0.5221588683631936,0.9600699531589151,5.1101,NS
ycjU,11.12,12.66,0.1799,0.5222455224244342,0.9600699531589151,3.6315,NS
mutM,71.82,65.29,-0.1366,0.5225138500331798,0.9600699531589151,6.1096,NS
ybiX,105.02,75.81,-0.4676,0.5229653683521656,0.9600699531589151,6.5064,NS
wza,9.18,10.4,0.1707,0.5229988089260776,0.9600699531589151,3.3632,NS
helD,772.07,789.54,0.0323,0.5231634931800034,0.9600699531589151,9.6097,NS
ybfC,18.01,23.33,0.364,0.523432425129749,0.9600699531589151,4.4038,NS
cspA,943.81,1280.85,0.4403,0.5238181897305714,0.9600699531589151,10.12,NS
cmk,941.39,836.99,-0.1695,0.5238185108562076,0.9600699531589151,9.7972,NS
yjdP,54.08,59.31,0.1321,0.5245167903884504,0.9609346898178736,5.8378,NS
gspF,33.07,36.18,0.1279,0.5250824125874232,0.9612485491874702,5.1344,NS
glpG,311.35,330.59,0.0864,0.5254041903138601,0.9612485491874702,8.3285,NS
setC,14.08,16.6,0.23,0.5259786953105821,0.9612485491874702,3.9859,NS
luxS,2906.94,2995.95,0.0435,0.5261179416637263,0.9612485491874702,11.5274,NS
ydiV,232.91,271.61,0.2213,0.526141173844275,0.9612485491874702,7.9816,NS
metE,36522.17,24442.48,-0.5794,0.526180781992913,0.9612485491874702,14.8957,NS
yibH,29.67,31.68,0.093,0.5263794879745586,0.9612485491874702,4.9624,NS
ydhY,20.11,32.46,0.6771,0.5267129627261512,0.9612485491874702,4.7434,NS
wcaD,7.11,8.38,0.2224,0.5267270508745859,0.9612485491874702,3.0438,NS
hdeA,19866.08,21063.08,0.0844,0.5273492916601434,0.9616252024679638,14.3209,NS
lexA,489.15,477.74,-0.034,0.5275779239972878,0.9616252024679638,8.9187,NS
yfiE,79.01,74.95,-0.0756,0.5276764348806946,0.9616252024679638,6.2757,NS
envC,531.76,505.14,-0.074,0.5279840733553642,0.9616252024679638,9.0195,NS
ycdQ,17.72,19.22,0.114,0.5281547258735443,0.9616252024679638,4.2459,NS
thiG,1379.85,1198.08,-0.2037,0.5284084238887421,0.9616252024679638,10.3326,NS
yibJ,36.84,42.21,0.194,0.5285253084191666,0.9616252024679638,5.3227,NS
atoE,21.01,17.85,-0.2289,0.5287465466315718,0.9616252024679638,4.3168,NS
ryhB,3.18,3.63,0.1661,0.5293707466070917,0.9616795107515678,1.9661,NS
ygbL,16.97,18.16,0.0949,0.5293755900156593,0.9616795107515678,4.1753,NS
ebgC,3.08,3.12,0.0166,0.5294563603854967,0.9616795107515678,1.8495,NS
yliI,117.54,105.79,-0.1513,0.529851632173956,0.9617706375321783,6.8095,NS
tyrT,120.42,108.18,-0.154,0.529959875218061,0.9617706375321783,6.843,NS
yhdY,20.94,19.27,-0.1167,0.5302741230884223,0.9618485885066356,4.3649,NS
yhdP,556.5,578.26,0.0553,0.5304562095464358,0.9618485885066356,9.1494,NS
yeeE,773.81,834.1,0.1082,0.5317299509005673,0.9636155534419744,9.6519,NS
yadC,22.68,25.64,0.1733,0.5328860820500644,0.9636155534419744,4.6243,NS
yhfX,16.47,10.98,-0.564,0.533198346803788,0.9636155534419744,3.8305,NS
leuX,4.13,2.96,-0.4218,0.5332647324522027,0.9636155534419744,2.016,NS
phnP,64.04,68.93,0.1054,0.5333107670271348,0.9636155534419744,6.0657,NS
ybcV,5.46,5.25,-0.0527,0.533337415593153,0.9636155534419744,2.5495,NS
tyrV,68.63,77.54,0.1749,0.5334532633851043,0.9636155534419744,6.2013,NS
pepT,935.7,1026.57,0.1336,0.5336845966225474,0.9636155534419744,9.939,NS
ycdH,14.02,15.08,0.1012,0.5338758021463439,0.9636155534419744,3.9117,NS
glnP,389.02,362.08,-0.1034,0.5340223222398016,0.9636155534419744,8.5548,NS
rdgC,410.18,383.47,-0.097,0.5343729355555225,0.9636155534419744,8.6342,NS
ypfN,117.98,122.55,0.0546,0.5344196779305905,0.9636155534419744,6.9161,NS
ubiB,365.7,343.74,-0.0892,0.5345424294537889,0.9636155534419744,8.4726,NS
yafO,29.57,31.95,0.1103,0.5346101844926721,0.9636155534419744,4.9662,NS
leuB,3753.88,3913.65,0.0601,0.5349857666598883,0.9638830606955014,11.9047,NS
ybeU,9.95,11.18,0.1601,0.5360127990293787,0.9645095092024223,3.4678,NS
pspA,2037.68,2152.05,0.0788,0.5360741424900428,0.9645095092024223,11.033,NS
sfcA,1402.82,1322.43,-0.0851,0.5364014380431404,0.9645095092024223,10.4127,NS
ydaY,11.22,12.81,0.1835,0.5366547481431162,0.9645095092024223,3.6454,NS
yhhI,10.94,13.11,0.2509,0.5366905314226122,0.9645095092024223,3.6466,NS
idnT,45.59,49.08,0.1054,0.5367103651527518,0.9645095092024223,5.5799,NS
dsbA,852.95,821.83,-0.0536,0.5371712074797231,0.9645095092024223,9.7106,NS
xseA,1073.22,1103.96,0.0407,0.5374689994318963,0.9645095092024223,10.0889,NS
yeaY,311.04,336.01,0.1112,0.5377157419143878,0.9645095092024223,8.34,NS
yfeT,38.03,39.81,0.065,0.5378123332618188,0.9645095092024223,5.3009,NS
guaD,64.33,67.44,0.0676,0.537833961530269,0.9645095092024223,6.0527,NS
prpR,34.46,42.52,0.2993,0.5382340739935354,0.9648192547336589,5.2851,NS
yafD,560.37,587.97,0.0693,0.5388654454280423,0.965179409858129,9.1666,NS
ybdH,932.87,801.55,-0.2188,0.5388899415399264,0.965179409858129,9.7611,NS
yqeC,15.17,11.73,-0.3577,0.5392953269850648,0.9653519819150139,3.8018,NS
cytR,224.08,241.15,0.1057,0.5394413266840674,0.9653519819150139,7.8649,NS
yeaZ,271.1,250.78,-0.1122,0.5400780099967263,0.9660838939359653,8.0303,NS
ilvM,460.28,486.96,0.0812,0.5411606224269372,0.9664691665003838,8.8891,NS
ybgA,131.02,123.56,-0.0843,0.5413060946991246,0.9664691665003838,6.9977,NS
rspA,26.76,28.53,0.0908,0.5414518865452023,0.9664691665003838,4.8146,NS
rrlE,148.17,162.74,0.1348,0.5417484552498751,0.9664691665003838,7.285,NS
gntU,61.92,64.5,0.0585,0.5423626894547934,0.9664691665003838,5.9934,NS
mdtF,3498.58,2806.72,-0.3178,0.5424652499664099,0.9664691665003838,11.6226,NS
yjfK,7.21,6.14,-0.2166,0.5427121080533724,0.9664691665003838,2.843,NS
mdtC,126.31,131.65,0.0596,0.542723262113778,0.9664691665003838,7.0166,NS
hyfF,32.99,36.4,0.1398,0.5427846943443254,0.9664691665003838,5.1372,NS
yghT,6.81,4.52,-0.5402,0.5431057932950052,0.9664691665003838,2.6239,NS
ybgD,5.0,3.55,-0.4404,0.5435032694286825,0.9664691665003838,2.2566,NS
paaF,14.07,11.32,-0.3024,0.5439575116936387,0.9664691665003838,3.7218,NS
dgoD,34.36,30.97,-0.1472,0.5441412125718793,0.9664691665003838,5.0516,NS
livJ,287.87,311.51,0.1137,0.54425172306253,0.9664691665003838,8.2297,NS
ddlA,1477.79,1373.67,-0.1054,0.5447222271741938,0.9664691665003838,10.478,NS
ydcA,179.61,223.53,0.3148,0.544743924282849,0.9664691665003838,7.6587,NS
ygaH,173.04,181.91,0.0719,0.5447737736831175,0.9664691665003838,7.4755,NS
crcA,34.67,41.67,0.2619,0.5448599499093704,0.9664691665003838,5.2732,NS
sapF,162.92,169.3,0.0553,0.5456847811685624,0.9664691665003838,7.3804,NS
hyfD,17.14,20.07,0.2219,0.5457366909585263,0.9664691665003838,4.2557,NS
ybiT,1357.95,1312.68,-0.0489,0.5459877596335889,0.9664691665003838,10.3835,NS
metC,1741.76,1628.89,-0.0966,0.5462656068115748,0.9664691665003838,10.7192,NS
yiiQ,175.24,186.51,0.0896,0.5462871041185398,0.9664691665003838,7.5028,NS
hisQ,339.16,214.97,-0.6566,0.5467084409040838,0.9664691665003838,8.1167,NS
ydbK,1686.52,1325.5,-0.3474,0.5471149511766547,0.9664691665003838,10.557,NS
thiM,508.12,459.09,-0.1462,0.5473225652357414,0.9664691665003838,8.9192,NS
hyuA,28.39,32.26,0.1812,0.5473404576111924,0.9664691665003838,4.9461,NS
ypjB,7.04,8.2,0.2073,0.5479709249052712,0.9664691665003838,3.0212,NS
yjgL,78.05,69.4,-0.1682,0.548020414979741,0.9664691665003838,6.2139,NS
ydcM,357.27,346.06,-0.0459,0.5481478406065823,0.9664691665003838,8.4601,NS
yjjM,16.23,12.91,-0.3192,0.5483049618235101,0.9664691665003838,3.9135,NS
ymgB,13.97,13.96,-0.0006,0.5483639790387763,0.9664691665003838,3.8542,NS
gabP,49.57,47.04,-0.0747,0.5486900549395685,0.9664691665003838,5.609,NS
yceD,4750.54,4436.66,-0.0986,0.5487097649565041,0.9664691665003838,12.1656,NS
ybaT,1004.51,862.16,-0.2203,0.5487142790837608,0.9664691665003838,9.867,NS
argO,66.51,62.1,-0.0983,0.549097911856507,0.9664691665003838,6.0181,NS
nrfF,24.46,36.47,0.567,0.5491494174389111,0.9664691665003838,4.9526,NS
ygfZ,1506.6,1462.1,-0.0432,0.5493546076968857,0.9664691665003838,10.5361,NS
srlA,5.7,6.84,0.2428,0.5494628895152812,0.9664691665003838,2.7586,NS
ypdF,16.71,17.82,0.0901,0.5501122974345504,0.9664691665003838,4.1511,NS
ykgB,10.17,11.19,0.1325,0.5502735872650444,0.9664691665003838,3.4831,NS
rna,423.32,434.6,0.0379,0.550323495976299,0.9664691665003838,8.7464,NS
ytfI,16.7,18.36,0.1326,0.5504527096063235,0.9664691665003838,4.1722,NS
lpxL,279.34,247.98,-0.1715,0.550809881737472,0.9664691665003838,8.0452,NS
otsA,1642.06,1547.82,-0.0852,0.5509812840039505,0.9664691665003838,10.6397,NS
trmD,11552.93,11023.18,-0.0677,0.5511435569599213,0.9664691665003838,13.4626,NS
yeiM,37.5,33.68,-0.1527,0.5511951031793326,0.9664691665003838,5.1735,NS
ilvN,189.11,167.9,-0.1711,0.5512268166228915,0.9664691665003838,7.4839,NS
fdhD,195.7,212.51,0.1186,0.5516681278261618,0.9665595029839109,7.6767,NS
ymcC,11.64,13.1,0.1632,0.5521613023172578,0.9665595029839109,3.6861,NS
trpA,1143.54,1020.77,-0.1638,0.5522956365912642,0.9665595029839109,10.0804,NS
yobD,39.43,35.5,-0.1494,0.5524296879134196,0.9665595029839109,5.2465,NS
racC,4.82,4.2,-0.1786,0.5526285643602915,0.9665595029839109,2.3238,NS
yeiB,207.11,171.88,-0.2683,0.5529304416568831,0.9665595029839109,7.5698,NS
rlmB,242.59,253.95,0.0659,0.553099821824082,0.9665595029839109,7.9587,NS
yhaC,8.4,8.55,0.0243,0.5531007478776657,0.9665595029839109,3.1657,NS
dcm,630.82,615.78,-0.0348,0.5538559091692895,0.9667452699884703,9.2849,NS
pncA,144.62,134.86,-0.1005,0.5538561187398925,0.9667452699884703,7.1318,NS
ygiZ,2.99,1.83,-0.5804,0.5540473715421248,0.9667452699884703,1.5417,NS
recQ,349.57,323.54,-0.1115,0.5541184295573791,0.9667452699884703,8.3968,NS
ydjJ,13.33,14.94,0.1584,0.5559030918808574,0.9682267849242634,3.8712,NS
ybfO,21.1,22.54,0.0927,0.556604092758151,0.9682267849242634,4.4803,NS
ybeM,59.27,62.6,0.0783,0.5566226452190847,0.9682267849242634,5.941,NS
pntA,3449.82,3690.21,0.0972,0.556852556090342,0.9682267849242634,11.8019,NS
gspD,56.35,59.99,0.0898,0.5568652088511417,0.9682267849242634,5.8745,NS
mdaB,271.5,255.21,-0.0891,0.5570114225296589,0.9682267849242634,8.0436,NS
sanA,55.64,58.63,0.075,0.5570174270480807,0.9682267849242634,5.8489,NS
nuoB,1168.99,1049.96,-0.1549,0.5571965029089464,0.9682267849242634,10.1163,NS
aphA,76.68,82.3,0.1014,0.5573655213935219,0.9682267849242634,6.3217,NS
tdcC,36.51,38.54,0.0769,0.5574039474101445,0.9682267849242634,5.249,NS
metF,4993.29,4411.32,-0.1788,0.5579289512008064,0.9682267849242634,12.1993,NS
citX,8.2,7.45,-0.1299,0.55800807774826,0.9682267849242634,3.0572,NS
ybcS,33.68,35.59,0.0784,0.5580418446280571,0.9682267849242634,5.135,NS
livM,534.45,493.84,-0.1139,0.5582233345970464,0.9682267849242634,9.0074,NS
yciN,184.85,195.99,0.0842,0.5584563210183126,0.9682267849242634,7.5768,NS
yfdO,2.37,2.79,0.1973,0.559117500686161,0.9682267849242634,1.621,NS
kefA,747.78,732.09,-0.0306,0.5591742387815323,0.9682267849242634,9.5322,NS
glyV,235.87,214.92,-0.1339,0.5593769431241624,0.9682267849242634,7.8195,NS
potC,219.33,205.43,-0.0942,0.5594421065648582,0.9682267849242634,7.7339,NS
ydaU,26.23,24.52,-0.0956,0.5595314816484313,0.9682267849242634,4.6934,NS
recG,398.0,378.98,-0.0706,0.5602161988350784,0.9687854846997378,8.6036,NS
yneG,132.13,144.1,0.1246,0.5603110015208947,0.9687854846997378,7.1149,NS
yfaP,17.53,19.77,0.1686,0.5612764570407607,0.9692188711893552,4.2591,NS
yifB,53.58,56.89,0.0858,0.5613427875081523,0.9692188711893552,5.8006,NS
suhB,720.28,526.17,-0.4527,0.5614369296005647,0.9692188711893552,9.2848,NS
cysH,3251.77,3517.41,0.1133,0.5616746012483309,0.9692188711893552,11.725,NS
ydfZ,6661.99,7809.03,0.2292,0.5620215194298291,0.9692188711893552,12.821,NS
aldB,80.33,85.81,0.0946,0.5624806414415041,0.9692188711893552,6.3849,NS
ubiC,195.14,216.81,0.1515,0.5625034260601698,0.9692188711893552,7.6898,NS
insK,15.36,16.62,0.1106,0.5627882471938328,0.9692188711893552,4.0435,NS
yfiD,7611.05,8161.23,0.1007,0.5628292870617808,0.9692188711893552,12.9452,NS
entC,669.77,312.35,-1.0993,0.5628459341528568,0.9692188711893552,8.9412,NS
cspC,52.93,58.89,0.1527,0.5634718005147393,0.9698814013680558,5.8179,NS
hfq,1991.74,2081.86,0.0638,0.5642648281249717,0.9698814013680558,10.9924,NS
yaiP,24.17,26.35,0.1224,0.5644494546328356,0.9698814013680558,4.687,NS
queA,266.97,247.83,-0.1071,0.5644950245444225,0.9698814013680558,8.0106,NS
yfgC,829.41,869.43,0.0679,0.5647227960019332,0.9698814013680558,9.7312,NS
glnD,687.2,645.9,-0.0893,0.5647957981887509,0.9698814013680558,9.3817,NS
wbbH,414.94,398.41,-0.0586,0.5652682207552628,0.9698814013680558,8.6695,NS
kdgT,29.9,31.46,0.072,0.5655671699137702,0.9698814013680558,4.9627,NS
smpA,1007.4,1051.26,0.0615,0.5655937866978957,0.9698814013680558,10.0082,NS
ypjK,3.26,3.02,-0.0929,0.5657191987314087,0.9698814013680558,1.8632,NS
gldA,1269.72,976.64,-0.3784,0.5661883884376416,0.9698814013680558,10.134,NS
mpaA,392.02,405.08,0.0472,0.566651253639908,0.9698814013680558,8.6404,NS
ygfQ,47.3,49.66,0.0696,0.5667196252515063,0.9698814013680558,5.6142,NS
gadE,3270.24,3600.14,0.1386,0.5667925431400445,0.9698814013680558,11.7464,NS
map,1403.72,1305.41,-0.1047,0.5670918202977231,0.9698814013680558,10.4041,NS
gatA,1001.32,699.31,-0.5176,0.5671153953811571,0.9698814013680558,9.7327,NS
rnb,3156.18,2930.11,-0.1072,0.5673293065302522,0.9698814013680558,11.5716,NS
solA,435.31,422.78,-0.0421,0.5673451892989664,0.9698814013680558,8.7467,NS
yqgC,124.55,117.32,-0.0859,0.5683832959391063,0.9712647300320693,6.924,NS
manY,1128.26,893.39,-0.3366,0.5691449694628412,0.9720776396003177,9.982,NS
ycaL,24.77,27.2,0.1324,0.5693172129169902,0.9720776396003177,4.727,NS
soxR,43.31,47.04,0.1177,0.569594608794578,0.9721600664180992,5.5133,NS
ttdA,21.91,18.71,-0.2216,0.5700549620495718,0.9725545653302506,4.3792,NS
yoaI,37.48,39.29,0.0672,0.5706244727508539,0.9731349026856403,5.2812,NS
ybaX,165.31,174.03,0.0739,0.5712097862952498,0.9734054212204943,7.4108,NS
nagB,335.05,325.64,-0.041,0.5712419276075963,0.9734054212204943,8.37,NS
gpt,770.66,679.12,-0.1823,0.5715532294935983,0.9734787403828087,9.5026,NS
ybcH,67.87,64.75,-0.0672,0.5717438182969501,0.9734787403828087,6.062,NS
sdaB,122.53,111.17,-0.1398,0.5719778979188805,0.9734866509706419,6.8747,NS
hlyE,81.15,87.02,0.1002,0.5733591947937355,0.9750626747347587,6.4024,NS
yfcV,4.79,5.21,0.1103,0.5735230670022973,0.9750626747347587,2.4605,NS
ycbF,60.71,63.43,0.0627,0.5735933151397496,0.9750626747347587,5.9674,NS
ybhR,91.31,87.9,-0.0545,0.5740351823521318,0.9753716892173859,6.4935,NS
yqjF,25.01,22.9,-0.1243,0.574247784961403,0.9753716892173859,4.6119,NS
aslA,104.59,109.37,0.0642,0.5744647304629383,0.9753716892173859,6.7479,NS
ydjF,120.73,126.44,0.0663,0.5749485258006023,0.9755794355714792,6.9552,NS
ppiD,2257.99,2333.09,0.0472,0.5750469404582299,0.9755794355714792,11.1649,NS
ykgJ,86.09,92.32,0.1002,0.5760831908520663,0.9769468340468893,6.4871,NS
galF,2248.58,2139.57,-0.0717,0.5763819871851423,0.9770630330110103,11.0997,NS
ygeQ,57.79,52.52,-0.1368,0.576770369777644,0.977075028632635,5.7984,NS
leuL,57.94,68.78,0.2454,0.5769695162869334,0.977075028632635,5.9968,NS
ymfS,13.53,14.46,0.0928,0.5770799014266753,0.977075028632635,3.8574,NS
yrbE,358.06,347.67,-0.0424,0.5774333633934015,0.9771414829428472,8.465,NS
frc,19.0,17.48,-0.1165,0.5777888637190267,0.9771414829428472,4.2281,NS
